Year,Country,Clean GW,Fossil GW,Gas and Other Fossil GW,"Hydro, Bioenergy and Other Renewables GW",Renewables GW,Wind and Solar GW,Bioenergy GW,Coal GW,Gas GW,Hydro GW,Nuclear GW,Other Fossil GW,Other Renewables GW,Solar GW,Wind GW,Demand TWh,Demand per capita MWh,Clean %,Fossil %,Gas and Other Fossil %,"Hydro, Bioenergy and Other Renewables %",Renewables %,Wind and Solar %,Clean TWh,Fossil TWh,Gas and Other Fossil TWh,"Hydro, Bioenergy and Other Renewables TWh",Renewables TWh,Wind and Solar TWh,Bioenergy %,Coal %,Gas %,Hydro %,Nuclear %,Other Fossil %,Other Renewables %,Solar %,Wind %,Bioenergy TWh,Coal TWh,Gas TWh,Hydro TWh,Nuclear TWh,Other Fossil TWh,Other Renewables TWh,Solar TWh,Wind TWh,Total Generation TWh,Net Imports TWh,Clean mtCO2,Fossil mtCO2,Gas and Other Fossil mtCO2,"Hydro, Bioenergy and Other Renewables mtCO2",Renewables mtCO2,Wind and Solar mtCO2,CO2 intensity gCO2/kWh,Bioenergy mtCO2,Coal mtCO2,Gas mtCO2,Hydro mtCO2,Nuclear mtCO2,Other Fossil mtCO2,Other Renewables mtCO2,Solar mtCO2,Wind mtCO2,Total emissions mtCO2,"GDP per capita,PPP"
2015,Italy,50.42,72.94,63.25,22.37,50.42,28.05,2.95,9.69,61.81,18.24,0,1.44,1.18,18.91,9.14,326.08,5.41,38.93,61.07,45.62,25.42,38.93,13.51,108.89,170.81,127.61,71.11,108.89,37.78,6.93,15.45,39.64,16.28,0,5.98,2.21,8.2,5.31,19.39,43.2,110.88,45.54,0,16.73,6.18,22.94,14.84,279.7,46.38,6.77,104.72,64.69,5.5,6.77,1.27,398.61,4.19,40.03,53.68,1.08,0,11.01,0.23,1.09,0.18,111.49,40247.83
2016,Italy,51.2,68.37,59.66,22.53,51.2,28.67,3.03,8.71,58.22,18.32,0,1.44,1.18,19.29,9.38,322.98,5.37,37.78,62.22,49.77,23.86,37.78,13.92,108.01,177.94,142.33,68.22,108.01,39.79,6.82,12.45,44.12,14.84,0,5.65,2.2,7.73,6.19,19.5,35.61,126.17,42.43,0,16.16,6.29,22.1,17.69,285.95,37.03,6.74,104.64,71.72,5.47,6.74,1.27,389.51,4.22,32.92,61.09,1.01,0,10.63,0.24,1.05,0.22,111.38,40837.74
2017,Italy,52.14,67.39,58.84,22.71,52.14,29.43,3.04,8.55,57.4,18.49,0,1.44,1.18,19.69,9.74,329.85,5.5,35.56,64.43,53.26,21.14,35.56,14.42,103.89,188.2,155.57,61.77,103.89,42.12,6.63,11.17,48.05,12.39,0,5.21,2.12,8.35,6.07,19.37,32.63,140.36,36.2,0,15.21,6.2,24.38,17.74,292.09,37.76,6.66,108.06,77.97,5.28,6.66,1.38,392.76,4.19,30.09,67.96,0.86,0,10.01,0.23,1.16,0.22,114.72,41581.12
2018,Italy,53.16,67.34,58.79,22.82,53.16,30.34,3.08,8.55,57.35,18.56,0,1.44,1.18,20.11,10.23,329.96,5.51,40,60,50.05,25.89,40,14.11,114.41,171.65,143.18,74.04,114.41,40.37,6.69,9.95,44.94,17.06,0,5.11,2.14,7.92,6.19,19.14,28.47,128.56,48.79,0,14.62,6.11,22.65,17.72,286.06,43.9,6.83,98.1,71.86,5.53,6.83,1.3,366.81,4.14,26.24,62.24,1.16,0,9.62,0.23,1.08,0.22,104.93,42045.92
2019,Italy,54.37,67.4,58.85,22.82,54.37,31.55,3.06,8.55,57.41,18.6,0,1.44,1.16,20.87,10.68,328.13,5.49,39.94,60.06,53.56,24.8,39.94,15.14,115.83,174.16,155.32,71.94,115.83,43.89,6.74,6.5,48.86,15.97,0,4.7,2.09,8.17,6.97,19.55,18.84,141.7,46.32,0,13.62,6.07,23.69,20.2,289.99,38.14,6.94,94.93,77.57,5.56,6.94,1.38,351.29,4.23,17.36,68.61,1.1,0,8.96,0.23,1.13,0.25,101.87,42739.05
2020,Italy,55.49,65.42,57.68,22.96,55.49,32.53,3.04,7.74,56.24,18.75,0,1.44,1.17,21.66,10.87,309.01,5.19,42.24,57.76,52.93,26.45,42.24,15.79,116.9,159.91,146.53,73.2,116.9,43.7,7.09,4.83,48.3,17.18,0,4.63,2.18,9.01,6.78,19.62,13.38,133.7,47.55,0,12.83,6.03,24.94,18.76,276.81,32.2,7.02,85.51,73.17,5.6,7.02,1.42,334.27,4.24,12.34,64.73,1.13,0,8.44,0.23,1.19,0.23,92.53,39093.523
2021,Italy,56.85,63.88,57.07,23,56.85,33.85,3,6.81,55.63,18.81,0,1.44,1.19,22.6,11.25,328.28,5.54,40.75,59.25,54.34,24.65,40.75,16.1,116.33,169.16,155.14,70.36,116.33,45.97,6.68,4.91,50.44,15.9,0,3.9,2.07,8.77,7.33,19.06,14.02,144.01,45.39,0,11.13,5.91,25.04,20.93,285.49,42.79,6.87,89.99,77.05,5.42,6.87,1.45,339.28,4.12,12.94,69.73,1.08,0,7.32,0.22,1.19,0.26,96.86,42562.555
2022,Italy,59.48,64.57,57.76,23.1,59.48,36.38,3,6.81,56.32,18.93,0,1.44,1.17,24.56,11.82,322.95,5.45,35.8,64.19,56.11,18.52,35.8,17.28,100.25,179.71,157.1,51.85,100.25,48.4,6.29,8.08,50.53,10.14,0,5.58,2.09,10.04,7.24,17.61,22.61,141.47,28.4,0,15.63,5.84,28.12,20.28,279.96,42.99,6.29,99.66,78.78,4.7,6.29,1.59,378.45,3.81,20.88,68.5,0.67,0,10.28,0.22,1.34,0.25,105.95,44292.19
2000,Ireland,0.37,2.71,1.79,0.25,0.37,0.12,0.01,0.92,1.17,0.24,0,0.62,0,0,0.12,23.72,6.29,5,95,66.13,3.98,5,1.02,1.18,22.44,15.62,0.94,1.18,0.24,0.38,28.87,39.2,3.6,0,26.93,0,0,1.02,0.09,6.82,9.26,0.85,0,6.36,0,0,0.24,23.62,0.1,0.04,14.91,8.35,0.04,0.04,0,632.94,0.02,6.56,4.17,0.02,0,4.18,0,0,0,14.95,48441.7
2001,Ireland,0.37,2.71,1.79,0.25,0.37,0.12,0.01,0.92,1.17,0.24,0,0.62,0,0,0.12,24.33,6.35,4.19,95.81,67.09,2.85,4.19,1.34,1.03,23.55,16.49,0.7,1.03,0.33,0.41,28.72,37.23,2.44,0,29.86,0,0,1.34,0.1,7.06,9.15,0.6,0,7.34,0,0,0.33,24.58,-0.25,0.03,15.74,8.95,0.03,0.03,0,641.58,0.02,6.79,4.12,0.01,0,4.83,0,0,0,15.77,50206.17
2002,Ireland,0.38,3.46,2.54,0.25,0.38,0.13,0.01,0.92,1.92,0.24,0,0.62,0,0,0.13,25.3,6.5,5.56,94.44,66.94,3.99,5.56,1.57,1.38,23.42,16.6,0.99,1.38,0.39,0.32,27.5,43.67,3.67,0,23.27,0,0,1.57,0.08,6.82,10.83,0.91,0,5.77,0,0,0.39,24.8,0.5,0.04,15.23,8.67,0.04,0.04,0,615.73,0.02,6.56,4.87,0.02,0,3.8,0,0,0,15.27,52279.566
2003,Ireland,0.46,3.56,2.64,0.25,0.46,0.21,0.01,0.92,1.97,0.24,0,0.67,0,0,0.21,25.99,6.57,4.59,95.41,70.43,2.78,4.59,1.81,1.14,23.68,17.48,0.69,1.14,0.45,0.36,24.98,52.54,2.42,0,17.89,0,0,1.81,0.09,6.2,13.04,0.6,0,4.44,0,0,0.45,24.82,1.17,0.04,14.75,8.79,0.03,0.04,0.01,595.89,0.02,5.96,5.87,0.01,0,2.92,0,0,0.01,14.79,52985.02
2004,Ireland,0.6,3.66,2.74,0.26,0.6,0.34,0.02,0.92,2.07,0.24,0,0.67,0,0,0.34,26.75,6.64,5.52,94.48,69.74,2.94,5.52,2.58,1.39,23.79,17.56,0.74,1.39,0.65,0.44,24.74,51.23,2.5,0,18.51,0,0,2.58,0.11,6.23,12.9,0.63,0,4.66,0,0,0.65,25.18,1.57,0.04,14.86,8.87,0.03,0.04,0.01,591.74,0.02,5.99,5.8,0.01,0,3.07,0,0,0.01,14.9,55556.625
2005,Ireland,0.74,3.83,2.91,0.25,0.74,0.49,0.02,0.92,2.24,0.23,0,0.67,0,0,0.49,27.62,6.7,7.31,92.69,67.71,2.97,7.31,4.34,1.87,23.71,17.32,0.76,1.87,1.11,0.51,24.98,45.23,2.46,0,22.48,0,0,4.34,0.13,6.39,11.57,0.63,0,5.75,0,0,1.11,25.58,2.04,0.05,15.13,8.99,0.04,0.05,0.01,593.43,0.03,6.14,5.21,0.01,0,3.78,0,0,0.01,15.18,57479.406
2006,Ireland,0.94,4.24,3.32,0.26,0.94,0.68,0.03,0.92,2.65,0.23,0,0.67,0,0,0.68,28.85,6.81,9.12,90.87,69.15,3.14,9.12,5.98,2.47,24.6,18.72,0.85,2.47,1.62,0.48,21.72,50.94,2.66,0,18.21,0,0,5.98,0.13,5.88,13.79,0.72,0,4.93,0,0,1.62,27.07,1.78,0.07,15.09,9.44,0.05,0.07,0.02,560.03,0.03,5.65,6.2,0.02,0,3.24,0,0,0.02,15.16,58741.188
2007,Ireland,1,4.63,3.71,0.26,1,0.74,0.03,0.92,3.04,0.23,0,0.67,0,0,0.74,29.66,6.8,9.92,90.08,70.88,3,9.92,6.92,2.81,25.52,20.08,0.85,2.81,1.96,0.64,19.2,56.69,2.36,0,14.19,0,0,6.92,0.18,5.44,16.06,0.67,0,4.02,0,0,1.96,28.33,1.33,0.08,15.11,9.88,0.06,0.08,0.02,536.18,0.04,5.23,7.23,0.02,0,2.65,0,0,0.02,15.19,60097.656
2008,Ireland,1.2,4.63,3.71,0.26,1.2,0.94,0.03,0.92,3.04,0.23,0,0.67,0,0,0.94,30.34,6.81,12.05,87.96,70.76,3.99,12.05,8.06,3.6,26.29,21.15,1.19,3.6,2.41,0.74,17.2,55.94,3.25,0,14.82,0,0,8.06,0.22,5.14,16.72,0.97,0,4.43,0,0,2.41,29.89,0.45,0.1,15.37,10.43,0.07,0.1,0.03,517.56,0.05,4.94,7.52,0.02,0,2.91,0,0,0.03,15.47,56244.406
2009,Ireland,1.51,4.68,3.76,0.26,1.51,1.25,0.03,0.92,3.04,0.23,0,0.72,0,0,1.25,28.7,6.38,14.74,85.26,70.94,4.15,14.74,10.59,4.12,23.82,19.82,1.16,4.12,2.96,0.93,14.32,58.34,3.22,0,12.6,0,0,10.59,0.26,4,16.3,0.9,0,3.52,0,0,2.96,27.94,0.76,0.12,13.5,9.65,0.08,0.12,0.04,487.47,0.06,3.85,7.33,0.02,0,2.32,0,0,0.04,13.62,52838.914
2010,Ireland,1.67,5.67,4.75,0.28,1.67,1.39,0.04,0.92,3.92,0.24,0,0.83,0,0,1.39,28.58,6.32,13.23,86.77,74.14,3.23,13.23,10,3.72,24.39,20.84,0.91,3.72,2.81,1.1,12.63,64.43,2.13,0,9.71,0,0,10,0.31,3.55,18.11,0.6,0,2.73,0,0,2.81,28.11,0.47,0.11,13.36,9.95,0.08,0.11,0.03,479.19,0.07,3.41,8.15,0.01,0,1.8,0,0,0.03,13.47,53436.22
2011,Ireland,1.86,5.67,4.75,0.28,1.86,1.58,0.04,0.92,3.92,0.24,0,0.83,0,0,1.58,27.62,6.08,20.01,79.98,65.46,3.87,20.01,16.14,5.43,21.7,17.76,1.05,5.43,4.38,1.25,14.52,56.87,2.62,0,8.59,0,0,16.14,0.34,3.94,15.43,0.71,0,2.33,0,0,4.38,27.13,0.49,0.14,12.26,8.47,0.09,0.14,0.05,457.06,0.07,3.79,6.94,0.02,0,1.53,0,0,0.05,12.4,53885.113
2012,Ireland,2,5.67,4.75,0.3,2,1.7,0.05,0.92,3.92,0.24,0,0.83,0.01,0,1.7,27.5,6.03,19.37,80.62,62.09,4.57,19.37,14.8,5.25,21.84,16.82,1.24,5.25,4.01,1.62,18.53,52.2,2.95,0,9.89,0,0,14.8,0.44,5.02,14.14,0.8,0,2.68,0,0,4.01,27.09,0.41,0.17,12.95,8.12,0.12,0.17,0.05,484.31,0.1,4.83,6.36,0.02,0,1.76,0,0,0.05,13.12,53587.67
2013,Ireland,2.23,5.67,4.75,0.31,2.23,1.92,0.06,0.92,3.92,0.24,0,0.83,0.01,0,1.92,27.78,6.05,22.05,77.96,61.2,4.27,22.05,17.78,5.63,19.91,15.63,1.09,5.63,4.54,1.92,16.76,51.41,2.35,0,9.79,0,0,17.78,0.49,4.28,13.13,0.6,0,2.5,0,0,4.54,25.54,2.24,0.18,11.68,7.56,0.12,0.18,0.06,464.37,0.11,4.12,5.91,0.01,0,1.65,0,0,0.06,11.86,53932.387
2014,Ireland,2.59,5.67,4.75,0.31,2.59,2.28,0.06,0.92,3.92,0.24,0,0.83,0.01,0,2.28,27.93,6.04,24.78,75.21,59.85,4.84,24.78,19.94,6.39,19.39,15.43,1.25,6.39,5.14,2.09,15.36,49.03,2.75,0,10.82,0,0,19.94,0.54,3.96,12.64,0.71,0,2.79,0,0,5.14,25.78,2.15,0.2,11.34,7.53,0.14,0.2,0.06,447.63,0.12,3.81,5.69,0.02,0,1.84,0,0,0.06,11.54,58266.586
2015,Ireland,2.76,6.13,5.21,0.31,2.76,2.45,0.06,0.92,4.38,0.24,0,0.83,0.01,0,2.45,28.71,6.15,28.03,71.98,54.61,4.6,28.03,23.43,7.86,20.18,15.31,1.29,7.86,6.57,1.71,17.37,44.12,2.89,0,10.49,0,0,23.43,0.48,4.87,12.37,0.81,0,2.94,0,0,6.57,28.04,0.67,0.2,12.18,7.5,0.12,0.2,0.08,441.51,0.1,4.68,5.57,0.02,0,1.93,0,0,0.08,12.38,71845.44
2016,Ireland,3.12,6.13,5.21,0.31,3.12,2.81,0.06,0.92,4.38,0.24,0,0.83,0.01,0.01,2.8,29.49,6.25,24.86,75.13,59.57,4.5,24.86,20.36,7.51,22.69,17.99,1.36,7.51,6.15,2.25,15.56,50.76,2.25,0,8.81,0,0,20.36,0.68,4.7,15.33,0.68,0,2.66,0,0,6.15,30.2,-0.71,0.25,13.17,8.65,0.17,0.25,0.08,444.37,0.15,4.52,6.9,0.02,0,1.75,0,0,0.08,13.42,72293.21
2017,Ireland,3.69,6.13,5.21,0.34,3.69,3.35,0.06,0.92,4.38,0.24,0,0.83,0.04,0.03,3.32,29.98,6.28,28.96,71.03,59.16,4.66,28.96,24.3,8.88,21.78,18.14,1.43,8.88,7.45,2.41,11.87,51.14,2.25,0,8.02,0,0.03,24.27,0.74,3.64,15.68,0.69,0,2.46,0,0.01,7.44,30.66,-0.68,0.27,12.17,8.67,0.18,0.27,0.09,405.74,0.16,3.5,7.05,0.02,0,1.62,0,0,0.09,12.44,78168.97
2018,Ireland,4.06,6.13,5.21,0.34,4.06,3.72,0.06,0.92,4.38,0.24,0,0.83,0.04,0.05,3.67,30.87,6.39,33,66.99,60.03,4.98,33,28.02,10.2,20.7,18.55,1.54,10.2,8.66,2.75,6.96,51.84,2.23,0,8.19,0,0.06,27.96,0.85,2.15,16.02,0.69,0,2.53,0,0.02,8.64,30.9,-0.03,0.31,10.94,8.87,0.2,0.31,0.11,364.08,0.18,2.07,7.21,0.02,0,1.66,0,0,0.11,11.25,83746.15
2019,Ireland,4.58,6.13,5.21,0.35,4.58,4.23,0.07,0.92,4.38,0.24,0,0.83,0.04,0.1,4.13,31.35,6.4,38.4,61.61,59.95,5.67,38.4,32.73,11.79,18.92,18.41,1.74,11.79,10.05,2.77,1.66,51.81,2.9,0,8.14,0,0.1,32.63,0.85,0.51,15.91,0.89,0,2.5,0,0.03,10.02,30.71,0.64,0.32,9.3,8.81,0.2,0.32,0.12,313.25,0.18,0.49,7.16,0.02,0,1.65,0,0,0.12,9.62,86984.984
2020,Ireland,4.81,6.13,5.21,0.35,4.81,4.46,0.07,0.92,4.38,0.24,0,0.83,0.04,0.15,4.31,31.81,6.43,42.09,57.92,55.82,5.79,42.09,36.3,13.45,18.51,17.84,1.85,13.45,11.6,2.88,2.1,50.81,2.91,0,5.01,0,0.16,36.14,0.92,0.67,16.24,0.93,0,1.6,0,0.05,11.55,31.96,-0.15,0.36,9,8.36,0.22,0.36,0.14,292.87,0.2,0.64,7.31,0.02,0,1.05,0,0,0.14,9.36,91791.44
2021,Ireland,4.92,6.02,5.1,0.35,4.92,4.57,0.07,0.92,4.27,0.24,0,0.83,0.04,0.23,4.34,33.16,6.65,36.72,63.29,54.67,5.52,36.72,31.2,11.59,19.98,17.26,1.74,11.59,9.85,3.14,8.62,48.02,2.38,0,6.65,0,0.25,30.95,0.99,2.72,15.16,0.75,0,2.1,0,0.08,9.77,31.57,1.59,0.35,10.82,8.2,0.23,0.35,0.12,353.82,0.21,2.62,6.82,0.02,0,1.38,0,0,0.12,11.17,104671.875
2022,Ireland,5.18,6.02,5.1,0.35,5.18,4.83,0.07,0.92,4.27,0.24,0,0.83,0.04,0.29,4.54,33.82,6.78,38.82,61.19,54.13,5.1,38.82,33.72,13.03,20.54,18.17,1.71,13.03,11.32,3.01,7.06,49.24,2.09,0,4.89,0,0.45,33.27,1.01,2.37,16.53,0.7,0,1.64,0,0.15,11.17,33.57,0.25,0.39,10.8,8.52,0.24,0.39,0.15,333.33,0.22,2.28,7.44,0.02,0,1.08,0,0.01,0.14,11.19,112445.42
2000,Netherlands,1.24,11.28,7.61,0.33,0.79,0.46,0.09,3.67,7.42,0.04,0.45,0.19,0.2,0.01,0.45,106.97,6.73,7.83,92.17,64.6,2.42,3.37,0.95,6.9,81.16,56.88,2.13,2.97,0.84,2.26,27.57,58.51,0.16,4.46,6.09,0,0.01,0.94,1.99,24.28,51.52,0.14,3.93,5.36,0,0.01,0.83,88.06,18.91,0.46,47.3,24.25,0.43,0.44,0.01,542.36,0.43,23.05,20.72,0,0.02,3.53,0,0,0.01,47.76,47422.203
2001,Netherlands,1.3,11.28,7.61,0.34,0.85,0.51,0.1,3.67,7.42,0.04,0.45,0.19,0.2,0.02,0.49,109.42,6.85,7.91,92.09,64.44,2.68,3.59,0.91,7.29,84.85,59.37,2.47,3.31,0.84,2.55,27.65,58.36,0.13,4.32,6.08,0,0.01,0.9,2.35,25.48,53.77,0.12,3.98,5.6,0,0.01,0.83,92.14,17.28,0.54,49.5,25.31,0.51,0.52,0.01,543.09,0.51,24.19,21.63,0,0.02,3.68,0,0,0.01,50.04,48160.785
2002,Netherlands,1.49,11.28,7.61,0.34,1.04,0.7,0.1,3.67,7.42,0.04,0.45,0.19,0.2,0.03,0.67,111.02,6.91,8.33,91.66,64.2,3.18,4.2,1.02,7.89,86.75,60.76,3.01,3.98,0.97,3.06,27.46,58.41,0.12,4.13,5.79,0,0.02,1,2.9,25.99,55.28,0.11,3.91,5.48,0,0.02,0.95,94.64,16.38,0.66,50.52,25.85,0.63,0.64,0.01,540.79,0.63,24.67,22.24,0,0.02,3.61,0,0,0.01,51.18,47958.332
2003,Netherlands,1.74,11.35,7.68,0.34,1.29,0.95,0.1,3.67,7.49,0.04,0.45,0.19,0.2,0.05,0.9,112.46,6.97,8.35,91.64,63.81,2.73,4.14,1.41,7.98,87.49,60.92,2.61,3.96,1.35,2.66,27.83,57.63,0.07,4.21,6.18,0,0.03,1.38,2.54,26.57,55.02,0.07,4.02,5.9,0,0.03,1.32,95.47,16.99,0.59,51.23,26.01,0.55,0.57,0.02,542.79,0.55,25.22,22.13,0,0.02,3.88,0,0,0.02,51.82,47806.883
2004,Netherlands,1.92,12.16,8.49,0.34,1.47,1.13,0.1,3.67,8.3,0.04,0.45,0.19,0.2,0.05,1.08,116.04,7.17,9.14,90.86,65.87,3.41,5.31,1.9,9.12,90.7,65.75,3.4,5.3,1.9,3.32,24.99,60.1,0.09,3.83,5.77,0,0.03,1.87,3.31,24.95,59.99,0.09,3.82,5.76,0,0.03,1.87,99.82,16.22,0.76,51.61,27.92,0.72,0.74,0.02,524.64,0.72,23.69,24.13,0,0.02,3.79,0,0,0.02,52.37,48586.703
2005,Netherlands,2.08,12.2,8.53,0.36,1.63,1.27,0.11,3.67,8.34,0.04,0.45,0.19,0.21,0.05,1.22,116.82,7.18,11.63,88.37,64.52,5.43,7.57,2.14,11.46,87.07,63.57,5.35,7.46,2.11,5.34,23.85,58.46,0.09,4.06,6.06,0,0.04,2.1,5.26,23.5,57.6,0.09,4,5.97,0,0.04,2.07,98.53,18.29,1.19,49.41,27.1,1.14,1.17,0.03,513.55,1.14,22.31,23.17,0,0.02,3.93,0,0,0.03,50.6,49467.434
2006,Netherlands,2.5,12.2,8.53,0.38,1.99,1.61,0.13,3.67,8.34,0.04,0.51,0.19,0.21,0.05,1.56,118.98,7.29,11.82,88.17,63.83,5.41,8.26,2.85,11.53,85.99,62.25,5.28,8.06,2.78,5.3,24.34,58.59,0.11,3.56,5.24,0,0.04,2.81,5.17,23.74,57.14,0.11,3.47,5.11,0,0.04,2.74,97.52,21.46,1.17,48.88,26.34,1.12,1.15,0.03,513.23,1.12,22.54,22.98,0,0.02,3.36,0,0,0.03,50.05,51097.363
2007,Netherlands,2.83,12.3,8.63,0.52,2.32,1.8,0.23,3.67,8.44,0.04,0.51,0.19,0.25,0.05,1.75,121.29,7.4,11.38,88.63,64.59,3.97,7.33,3.36,11.79,91.89,66.97,4.11,7.59,3.48,3.86,24.04,58.84,0.11,4.05,5.75,0,0.04,3.32,4,24.92,61.01,0.11,4.2,5.96,0,0.04,3.44,103.68,17.61,0.92,52.12,28.46,0.86,0.9,0.04,511.57,0.86,23.66,24.54,0,0.02,3.92,0,0,0.04,53.04,52909.97
2008,Netherlands,3.35,12.61,8.94,0.63,2.84,2.21,0.34,3.67,8.75,0.04,0.51,0.19,0.25,0.06,2.15,122.06,7.42,12.9,87.11,65,4.92,8.97,4.05,13.7,92.51,69.03,5.23,9.53,4.3,4.83,22.11,59.66,0.09,3.93,5.34,0,0.04,4.01,5.13,23.48,63.36,0.1,4.17,5.67,0,0.04,4.26,106.21,15.85,1.18,51.51,29.22,1.11,1.16,0.05,496.09,1.11,22.29,25.49,0,0.02,3.73,0,0,0.05,52.69,53848.254
2009,Netherlands,3.47,12.61,8.94,0.67,2.96,2.29,0.36,3.67,8.75,0.04,0.51,0.19,0.27,0.07,2.22,117.24,7.09,13.43,86.58,64.97,5.53,9.65,4.12,15.08,97.27,72.99,6.21,10.83,4.62,5.44,21.61,61.3,0.09,3.78,3.67,0,0.04,4.08,6.11,24.28,68.87,0.1,4.25,4.12,0,0.04,4.58,112.35,4.89,1.4,53.46,30.41,1.32,1.38,0.06,488.3,1.32,23.05,27.7,0,0.02,2.71,0,0,0.06,54.86,51607.605
2010,Netherlands,3.54,14.91,11.24,0.7,3.03,2.33,0.37,3.67,11.05,0.04,0.51,0.19,0.29,0.09,2.24,120.88,7.27,12.83,87.16,68.03,6.04,9.47,3.43,15.16,102.94,80.35,7.14,11.19,4.05,5.96,19.13,63.78,0.08,3.36,4.25,0,0.05,3.38,7.04,22.59,75.33,0.1,3.97,5.02,0,0.06,3.99,118.1,2.78,1.59,55.05,33.6,1.52,1.57,0.05,479.59,1.52,21.45,30.3,0,0.02,3.3,0,0,0.05,56.64,52032.99
2011,Netherlands,3.71,15.78,12.11,0.73,3.2,2.47,0.37,3.67,11.92,0.04,0.51,0.19,0.32,0.15,2.32,121.73,7.29,14.62,85.38,66.39,6.32,10.94,4.62,16.46,96.18,74.79,7.12,12.32,5.2,6.27,18.99,61.67,0.05,3.68,4.72,0,0.09,4.53,7.06,21.39,69.47,0.06,4.14,5.32,0,0.1,5.1,112.64,9.09,1.61,51.75,31.44,1.53,1.59,0.06,473.72,1.53,20.31,27.94,0,0.02,3.5,0,0,0.06,53.36,52594.23
2012,Netherlands,3.98,17.94,14.27,0.75,3.47,2.72,0.39,3.67,14.08,0.04,0.51,0.19,0.32,0.29,2.43,119.38,7.11,16.02,83.98,60.31,7.14,12.2,5.06,16.38,85.89,61.68,7.3,12.47,5.17,7.04,23.67,55.3,0.1,3.82,5.01,0,0.19,4.87,7.2,24.21,56.56,0.1,3.91,5.12,0,0.19,4.98,102.27,17.11,1.65,49.1,26.12,1.56,1.63,0.07,496.24,1.56,22.98,22.75,0,0.02,3.37,0,0.01,0.06,50.75,51860.055
2013,Netherlands,4.65,19.79,16.12,0.8,4.16,3.36,0.44,3.67,15.93,0.04,0.49,0.19,0.32,0.65,2.71,118.8,7.04,14.91,85.09,60.62,6.03,12.04,6.01,14.99,85.57,60.96,6.06,12.1,6.04,5.92,24.47,55.76,0.11,2.87,4.86,0,0.41,5.6,5.95,24.61,56.07,0.11,2.89,4.89,0,0.41,5.63,100.56,18.24,1.39,49.13,25.77,1.29,1.38,0.09,502.39,1.29,23.36,22.55,0,0.01,3.22,0,0.02,0.07,50.52,51640.08
2014,Netherlands,5.16,19.79,16.12,0.79,4.67,3.88,0.43,3.67,15.93,0.04,0.49,0.19,0.32,1.01,2.87,116.83,6.89,15.42,84.58,55.7,5.02,11.41,6.39,15.74,86.36,56.87,5.12,11.65,6.53,4.91,28.88,50.46,0.11,4.01,5.24,0,0.71,5.68,5.01,29.49,51.52,0.11,4.09,5.35,0,0.73,5.8,102.1,14.73,1.2,52.24,24.24,1.08,1.18,0.1,523.41,1.08,28,20.72,0,0.02,3.52,0,0.03,0.07,53.44,52186.996
2015,Netherlands,6.26,20.41,16.12,0.83,5.75,4.92,0.45,4.29,15.93,0.04,0.51,0.19,0.34,1.53,3.39,117.74,6.91,16.3,83.69,47.55,4.61,12.56,7.95,17.77,91.22,51.83,5.03,13.69,8.66,4.53,36.14,42.03,0.08,3.74,5.52,0,1.02,6.93,4.94,39.39,45.81,0.09,4.08,6.02,0,1.11,7.55,108.99,8.75,1.23,59.05,22.39,1.07,1.21,0.14,553.08,1.07,36.66,18.43,0,0.02,3.96,0,0.05,0.09,60.28,52974.117
2016,Netherlands,7.72,21.51,16.12,0.81,7.21,6.4,0.43,5.39,15.93,0.04,0.51,0.19,0.34,2.14,4.26,118.87,6.94,16.44,83.56,51.25,4.4,12.97,8.57,18.74,95.22,58.4,5.01,14.78,9.77,4.31,32.31,46.1,0.09,3.47,5.15,0,1.4,7.17,4.91,36.82,52.53,0.1,3.96,5.87,0,1.6,8.17,113.96,4.91,1.26,58.59,24.99,1.06,1.24,0.18,525.18,1.06,33.6,21.13,0,0.02,3.86,0,0.08,0.1,59.85,53847.83
2017,Netherlands,8.45,20.31,16.12,0.83,7.94,7.11,0.45,4.19,15.93,0.04,0.51,0.19,0.34,2.91,4.2,119.55,6.95,17.95,82.05,55.01,4.01,15.02,11.01,20.83,95.21,63.83,4.66,17.43,12.77,3.96,27.04,49.75,0.05,2.93,5.26,0,1.9,9.11,4.6,31.38,57.73,0.06,3.4,6.1,0,2.2,10.57,116.04,3.51,1.24,55.61,27.23,0.99,1.22,0.23,489.92,0.99,28.38,23.22,0,0.02,4.01,0,0.1,0.13,56.85,55088.633
2018,Netherlands,10.38,20.19,16,0.87,9.87,9,0.44,4.19,15.81,0.04,0.51,0.19,0.39,4.61,4.39,121.07,7,19.79,80.2,55.81,4.08,16.69,12.61,22.39,90.71,63.13,4.62,18.88,14.26,4.02,24.39,50.95,0.06,3.1,4.86,0,3.28,9.33,4.55,27.58,57.63,0.07,3.51,5.5,0,3.71,10.55,113.1,7.97,1.31,51.52,26.8,0.98,1.29,0.31,467.11,0.98,24.72,23.18,0,0.02,3.62,0,0.18,0.13,52.83,56060.914
2019,Netherlands,13.08,19.64,16.14,0.86,12.57,11.71,0.43,3.5,15.95,0.04,0.51,0.19,0.39,7.23,4.48,120.91,6.96,22.26,77.76,63.02,4.91,19,14.09,26.71,93.34,75.65,5.89,22.8,16.91,4.85,14.74,58.91,0.06,3.26,4.11,0,4.5,9.59,5.82,17.69,70.72,0.07,3.91,4.93,0,5.4,11.51,120.05,0.86,1.68,47.54,31.69,1.26,1.66,0.4,410,1.26,15.85,28.45,0,0.02,3.24,0,0.26,0.14,49.22,56784.04
